bare_form,accented_form,suffix,translations,is_incomparable,usage,nom_m,nom_m_tags,nom_f,nom_f_tags,nom_n,nom_n_tags,nom_pl,nom_pl_tags,gen_m,gen_m_tags,gen_f,gen_f_tags,gen_n,gen_n_tags,gen_pl,gen_pl_tags,dat_m,dat_m_tags,dat_f,dat_f_tags,dat_n,dat_n_tags,dat_pl,dat_pl_tags,acc_m,acc_m_tags,acc_f,acc_f_tags,acc_n,acc_n_tags,acc_pl,acc_pl_tags,inst_m,inst_m_tags,inst_f,inst_f_tags,inst_n,inst_n_tags,inst_pl,inst_pl_tags,prep_m,prep_m_tags,prep_f,prep_f_tags,prep_n,prep_n_tags,prep_pl,prep_pl_tags,short_m,short_m_tags,short_f,short_f_tags,short_n,short_n_tags,short_pl,short_pl_tags,comparative,comparative_tags,superlative,superlative_tags,irreg_decl,accent_chg,multi_vars
зимний,зи'мний,ний,Winter,False,"Adjective of зима, i.e. winter clothing.",зи'мний,,зи'мняя,,зи'мнее,,зи'мние,,зи'мнего,,зи'мней,,зи'мнего,,зи'мних,,зи'мнему,,зи'мней,,зи'мнему,,зи'мним,,зи'мний/зи'мнего,"#__m, ",зи'мнюю,,зи'мнее,,зи'мние/зи'мних,"#__m, ",зи'мним,,зи'мней/(зи'мнею),"#__m, ",зи'мним,,зи'мними,,зи'мнем,,зи'мней,,зи'мнем,,зи'мних,,,,зи'мня,,зи'мне,,зи'мни,,,,,,,,"acc_m,acc_pl,inst_f"
злой,зло'й,лой,evil; angry; mean,False,,зло'й,,зла'я,,зло'е,,злы'е,,зло'го,,зло'й,,зло'го,,злы'х,,зло'му,,зло'й,,зло'му,,злы'м,,зло'й/зло'го,"#__m, ",злу'ю,,зло'е,,злы'е/злы'х,"#__m, ",злы'м,,зло'й/(зло'ю),"#__m, ",злы'м,,злы'ми,,зло'м,,зло'й,,зло'м,,злы'х,,зо'л,"#i__, irreg_decl:0",зла',,зло',,злы',,зле'е,,зле'йший,,short_m:0,,"acc_m,acc_pl,inst_f"
знаемый,зна'емый,мый,known,False,,зна'емый,,зна'емая,,зна'емое,,зна'емые,,зна'емого,,зна'емой,,зна'емого,,зна'емых,,зна'емому,,зна'емой,,зна'емому,,зна'емым,,зна'емого/зна'емый,"#__m, ",зна'емую,,зна'емое,,зна'емых/зна'емые,"#__m, ",зна'емым,,зна'емой/зна'емою,"#__m, ",зна'емым,,зна'емыми,,зна'емом,,зна'емой,,зна'емом,,зна'емых,,зна'ем,,знаема,"#_a_, accent_chg:0",знаемо,"#_a_, accent_chg:0",знаемы,"#_a_, accent_chg:0",,,,,,"short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
знакомый,знако'мый,мый,acquainted; familiar (with) + c,False,,знако'мый,,знако'мая,,знако'мое,,знако'мые,,знако'мого,,знако'мой,,знако'мого,,знако'мых,,знако'мому,,знако'мой,,знако'мому,,знако'мым,,знако'мый/знако'мого,"#__m, ",знако'мую,,знако'мое,,знако'мые/знако'мых,"#__m, ",знако'мым,,знако'мой/знако'мою,"#__m, ",знако'мым,,знако'мыми,,знако'мом,,знако'мой,,знако'мом,,знако'мых,,знако'м,,знако'ма,,знако'мо,,знако'мы,,,,,,,,"acc_m,acc_pl,inst_f"
знаменитый,знамени'тый,тый,famous (adj),False,,знамени'тый,,знамени'тая,,знамени'тое,,знамени'тые,,знамени'того,,знамени'той,,знамени'того,,знамени'тых,,знамени'тому,,знамени'той,,знамени'тому,,знамени'тым,,знамени'тый/знамени'того,"#__m, ",знамени'тую,,знамени'тое,,знамени'тые/знамени'тых,"#__m, ",знамени'тым,,знамени'той/(знамени'тою),"#__m, ",знамени'тым,,знамени'тыми,,знамени'том,,знамени'той,,знамени'том,,знамени'тых,,знамени'т,,знамени'та,,знамени'то,,знамени'ты,,,,,,,,"acc_m,acc_pl,inst_f"
значительный,значи'тельный,ный,"considerable, sizeable, substantial, significant, meaningful, important",False,,значи'тельный,,значи'тельная,,значи'тельное,,значи'тельные,,значи'тельного,,значи'тельной,,значи'тельного,,значи'тельных,,значи'тельному,,значи'тельной,,значи'тельному,,значи'тельным,,значи'тельный/значи'тельного,"#__m, ",значи'тельную,,значи'тельное,,значи'тельные/значи'тельных,"#__m, ",значи'тельным,,значи'тельной/(значи'тельною),"#__m, ",значи'тельным,,значи'тельными,,значи'тельном,,значи'тельной,,значи'тельном,,значи'тельных,,значи'телен,"#i__, irreg_decl:0",значи'тельна,,значи'тельно,,значи'тельны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
золотой,золото'й,той,"golden, gold",False,,золото'й,,золота'я,,золото'е,,золоты'е,,золото'го,,золото'й,,золото'го,,золоты'х,,золото'му,,золото'й,,золото'му,,золоты'м,,золото'го/золото'й,"#__m, ",золоту'ю,,золото'е,,золоты'х/золоты'е,"#__m, ",золоты'м,,золото'й/золото'ю,"#__m, ",золоты'м,,золоты'ми,,золото'м,,золото'й,,золото'м,,золоты'х,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
играемый,игра'емый,мый,,False,,игра'емый,,игра'емая,,игра'емое,,игра'емые,,игра'емого,,игра'емой,,игра'емого,,игра'емых,,игра'емому,,игра'емой,,игра'емому,,игра'емым,,игра'емого/игра'емый,"#__m, ",игра'емую,,игра'емое,,игра'емых/игра'емые,"#__m, ",игра'емым,,игра'емой/игра'емою,"#__m, ",игра'емым,,игра'емыми,,игра'емом,,игра'емой,,игра'емом,,игра'емых,,играем,"#_a_, accent_chg:0",играема,"#_a_, accent_chg:0",играемо,"#_a_, accent_chg:0",играемы,"#_a_, accent_chg:0",,,,,,"short_m:0,short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
играющий,игра'ющий,щий,player; playing,False,,игра'ющий,,игра'ющая,,игра'ющее,,игра'ющие,,игра'ющего,,игра'ющей,,игра'ющего,,игра'ющих,,игра'ющему,,игра'ющей,,игра'ющему,,игра'ющим,,игра'ющего/игра'ющий,"#__m, ",игра'ющую,,игра'ющее,,игра'ющих/игра'ющие,"#__m, ",игра'ющим,,игра'ющей/игра'ющею,"#__m, ",игра'ющим,,игра'ющими,,игра'ющем,,игра'ющей,,игра'ющем,,игра'ющих,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
известный,изве'стный,ный,well-known,False,,изве'стный,,изве'стная,,изве'стное,,изве'стные,,изве'стного,,изве'стной,,изве'стного,,изве'стных,,изве'стному,,изве'стной,,изве'стному,,изве'стным,,изве'стный/изве'стного,"#__m, ",изве'стную,,изве'стное,,изве'стные/изве'стных,"#__m, ",изве'стным,,изве'стной/(изве'стною),"#__m, ",изве'стным,,изве'стными,,изве'стном,,изве'стной,,изве'стном,,изве'стных,,изве'стен,"#i__, irreg_decl:0",изве'стна,,изве'стно,,изве'стны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
изменившийся,измени'вшийся,шийся,,,,измени'вшийся,,измени'вшаяся,,измени'вшееся,,измени'вшиеся,,измени'вшегося,,измени'вшейся,,измени'вшегося,,измени'вшихся,,измени'вшемуся,,измени'вшейся,,измени'вшемуся,,измени'вшимся,,измени'вшегося/измени'вшийся,"#__m, ",измени'вшуюся,,измени'вшееся,,измени'вшихся/измени'вшиеся,"#__m, ",измени'вшимся,,измени'вшейся/измени'вшеюся,"#__m, ",измени'вшимся,,измени'вшимися,,измени'вшемся,,измени'вшейся,,измени'вшемся,,измени'вшихся,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
изучаемый,изуча'емый,мый,"something which is being done (изуча́ть); studied, that is studied",False,,изуча'емый,,изуча'емая,,изуча'емое,,изуча'емые,,изуча'емого,,изуча'емой,,изуча'емого,,изуча'емых,,изуча'емому,,изуча'емой,,изуча'емому,,изуча'емым,,изуча'емого/изуча'емый,"#__m, ",изуча'емую,,изуча'емое,,изуча'емых/изуча'емые,"#__m, ",изуча'емым,,изуча'емой/изуча'емою,"#__m, ",изуча'емым,,изуча'емыми,,изуча'емом,,изуча'емой,,изуча'емом,,изуча'емых,,изучаем,"#_a_, accent_chg:0",изучаема,"#_a_, accent_chg:0",изучаемо,"#_a_, accent_chg:0",изучаемы,"#_a_, accent_chg:0",,,,,,"short_m:0,short_f:0,short_n:0,short_pl:0","acc_m,acc_pl,inst_f"
индийский,инди'йский,кий,Indian,,,инди'йский,,инди'йская,,инди'йское,,инди'йские,,инди'йского,,инди'йской,,инди'йского,,инди'йских,,инди'йскому,,инди'йской,,инди'йскому,,инди'йским,,инди'йский/инди'йского,"#__m, ",инди'йскую,,инди'йское,,инди'йские/инди'йских,"#__m, ",инди'йским,,инди'йской/(инди'йскою),"#__m, ",инди'йским,,инди'йскими,,инди'йском,,инди'йской,,инди'йском,,инди'йских,,,,,,,,,,,,,,,,"acc_m,acc_pl,inst_f"
индонезийский,индонези'йский,кий,Indonesian,,,индонези'йский,,индонези'йская,,индонези'йское,,индонези'йские,,индонези'йского,,индонези'йской,,индонези'йского,,индонези'йских,,индонези'йскому,,индонези'йской,,индонези'йскому,,индонези'йским,,индонези'йский/индонези'йского,"#__m, ",индонези'йскую,,индонези'йское,,индонези'йские/индонези'йских,"#__m, ",индонези'йским,,индонези'йской/индонези'йскою,"#__m, ",индонези'йским,,индонези'йскими,,индонези'йском,,индонези'йской,,индонези'йском,,индонези'йских,,индонези'йск,,индонези'йска,,индонези'йско,,индонези'йски,,,,,,,,"acc_m,acc_pl,inst_f"
иностранный,иностра'нный,ный,foreign,False,,иностра'нный,,иностра'нная,,иностра'нное,,иностра'нные,,иностра'нного,,иностра'нной,,иностра'нного,,иностра'нных,,иностра'нному,,иностра'нной,,иностра'нному,,иностра'нным,,иностра'нного/иностра'нный,"#__m, ",иностра'нную,,иностра'нное,,иностра'нных/иностра'нные,"#__m, ",иностра'нным,,иностра'нной/иностра'нною,"#__m, ",иностра'нным,,иностра'нными,,иностра'нном,,иностра'нной,,иностра'нном,,иностра'нных,,иностра'нен,"#i__, irreg_decl:0",иностра'нна,,иностра'нно,,иностра'нны,,,,,,short_m:0,,"acc_m,acc_pl,inst_f"
