bare_form,accented_form,last_letter,gender,translations,is_animate,is_indeclinable,is_sg_only,is_pl_only,partner,usage,nom_sg,nom_sg_tags,nom_pl,nom_pl_tags,gen_sg,gen_sg_tags,gen_pl,gen_pl_tags,dat_sg,dat_sg_tags,dat_pl,dat_pl_tags,acc_sg,acc_sg_tags,acc_pl,acc_pl_tags,inst_sg,inst_sg_tags,inst_pl,inst_pl_tags,prep_sg,prep_sg_tags,prep_pl,prep_pl_tags,irreg_decl,Irreg_decl,accent_chg,multi_vars
конёк,конё'к,к,m,"little horse, horsey; hobby, fad, finial; Ice skate",True,False,False,False,,,конё'к,,коньки',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конька',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конько'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коньку',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конька'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конька',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конько'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конько'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конька'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коньке',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",конька'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
корабль,кора'бль,ь,m,"ship, ferry; airliner, (large) aircraft",False,False,False,False,,,кора'бль,,корабли',"#__a_, accent_chg:0",корабля',"#__a_, accent_chg:0",корабле'й,"#__a_, accent_chg:0",кораблю',"#__a_, accent_chg:0",корабля'м,"#__a_, accent_chg:0",кора'бль,,корабли',"#__a_, accent_chg:0",кораблё'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",корабля'ми,"#__a_, accent_chg:0",корабле',"#__a_, accent_chg:0",корабля'х,"#__a_, accent_chg:0",inst_sg:0,inst_sg:0,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
корень,ко'рень,ь,m,root,False,False,False,False,,,ко'рень,,ко'рни,"#iI__, irreg_decl:0, Irreg_decl:0",ко'рня,"#iI__, irreg_decl:0, Irreg_decl:0",корне'й,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'рню,"#iI__, irreg_decl:0, Irreg_decl:0",корня'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'рень,,ко'рни,"#iI__, irreg_decl:0, Irreg_decl:0",ко'рнем,"#iI__, irreg_decl:0, Irreg_decl:0",корня'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'рне,"#iI__, irreg_decl:0, Irreg_decl:0",корня'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","gen_pl:0,dat_pl:0,inst_pl:0,prep_pl:0",
коридор,коридо'р,р,m,corridor; hallway; route,False,False,False,False,,,коридо'р,,коридо'ры,,коридо'ра,,коридо'ров,,коридо'ру,,коридо'рам,,коридо'р,,коридо'ры,,коридо'ром,,коридо'рами,,коридо'ре,,коридо'рах,,,,,
коробка,коро'бка,а,f,"box, frame",False,False,False,False,,,коро'бка,,коро'бки,,коро'бки,,коро'бок,"#iI__, irreg_decl:0, Irreg_decl:0",коро'бке,,коро'бкам,,коро'бку,,коро'бки,,коро'бкой/коро'бкою,"#___m, ",коро'бками,,коро'бке,,коро'бках,,gen_pl:0,gen_pl:0,,inst_sg
коробок,коробо'к,к,m,small box,False,False,False,False,,,коробо'к,,коробки',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробка',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробко'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробку',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробка'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробо'к,,коробки',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробко'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробка'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробке',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",коробка'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
королева,короле'ва,а,f,queen,True,False,False,False,король,,короле'ва,,короле'вы,,короле'вы,,короле'в,,короле'ве,,короле'вам,,короле'ву,,короле'в,,короле'вой/короле'вою,"#___m, ",короле'вами,,короле'ве,,короле'вах,,,,,inst_sg
король,коро'ль,ь,m,king,True,False,False,False,короле́ва,,коро'ль,,короли',"#__a_, accent_chg:0",короля',"#__a_, accent_chg:0",короле'й,"#__a_, accent_chg:0",королю',"#__a_, accent_chg:0",короля'м,"#__a_, accent_chg:0",короля',"#__a_, accent_chg:0",короле'й,"#__a_, accent_chg:0",королё'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",короля'ми,"#__a_, accent_chg:0",короле',"#__a_, accent_chg:0",короля'х,"#__a_, accent_chg:0",inst_sg:0,inst_sg:0,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
костюм,костю'м,м,m,"costume, dress, suit",False,False,False,False,,,костю'м,,костю'мы,,костю'ма,,костю'мов,,костю'му,,костю'мам,,костю'м,,костю'мы,,костю'мом,,костю'мами,,костю'ме,,костю'мах,,,,,
кот,ко'т,т,m,cat,True,False,False,False,кошка,,ко'т,,коты',"#__a_, accent_chg:0",кота',"#__a_, accent_chg:0",кото'в,"#__a_, accent_chg:0",коту',"#__a_, accent_chg:0",кота'м,"#__a_, accent_chg:0",кота',"#__a_, accent_chg:0",кото'в,"#__a_, accent_chg:0",кото'м,"#__a_, accent_chg:0",кота'ми,"#__a_, accent_chg:0",коте',"#__a_, accent_chg:0",кота'х,"#__a_, accent_chg:0",,,"nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
кофе,ко'фе,е,m,coffee,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
кошка,ко'шка,а,f,"cat, grapnel, drag, climbing-irons",True,False,False,False,кот,кошка = female cat\nкот = male cat,ко'шка,,ко'шки,,ко'шки,,ко'шек,"#iI__, irreg_decl:0, Irreg_decl:0",ко'шке,,ко'шкам,,ко'шку,,ко'шек,"#iI__, irreg_decl:0, Irreg_decl:0",ко'шкой/ко'шкою,"#___m, ",ко'шками,,ко'шке,,ко'шках,,"gen_pl:0,acc_pl:0","gen_pl:0,acc_pl:0",,inst_sg
кошки,ко'шки,и,,cat-of-nine-tails,,False,False,False,,,ко'шка,"#iI__, irreg_decl:0, Irreg_decl:0",ко'шки,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шки,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шек,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шке,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шкам,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шку,"#iI__, irreg_decl:0, Irreg_decl:0",ко'шки,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шкой,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шками,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шке,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",ко'шках,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_sg:0,nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_sg:0,nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
красный,кра'сный,й,m,"red, Communist",True,False,False,False,красная,,кра'сный,,кра'сные,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сного,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сных,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сному,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сным,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сного,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сных,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сным,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сными,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сном,"#iI__, irreg_decl:0, Irreg_decl:0",кра'сных,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",,
крепость,кре'пость,ь,f,stronghold; fortress,False,False,False,False,,,кре'пость,,кре'пости,,кре'пости,,кре'постей,,кре'пости,,кре'постям,,кре'пость,,кре'пости,,кре'постью,,кре'постями,,кре'пости,,кре'постях,,,,,
кресло,кре'сло,о,n,"armchair, easy chair, stall",False,False,False,False,,,кре'сло,,кре'сла,,кре'сла,,кре'сел,"#iI__, irreg_decl:0, Irreg_decl:0",кре'слу,,кре'слам,,кре'сло,,кре'сла,,кре'слом,,кре'слами,,кре'сле,,кре'слах,,gen_pl:0,gen_pl:0,,
кристалл,криста'лл,л,m,crystal,False,False,False,False,,,криста'лл,,криста'ллы,,криста'лла,,криста'ллов,,криста'ллу,,криста'ллам,,криста'лл,,криста'ллы,,криста'ллом,,криста'ллами,,криста'лле,,криста'ллах,,,,,
кровать,крова'ть,ь,f,bed,False,False,False,False,,,крова'ть,,крова'ти,,крова'ти,,крова'тей,,крова'ти,,крова'тям,,крова'ть,,крова'ти,,крова'тью,,крова'тями,,крова'ти,,крова'тях,,,,,
кровь,кро'вь,ь,f,blood,False,False,False,False,,,кро'вь,,кро'ви,,кро'ви,,крове'й,"#__a_, accent_chg:0",кро'ви,,кровя'м,"#__a_, accent_chg:0",кро'вь,,кро'ви,,кро'вью,,кровя'ми,"#__a_, accent_chg:0",кро'ви,,кровя'х,"#__a_, accent_chg:0",,,"gen_pl:0,dat_pl:0,inst_pl:0,prep_pl:0",
кружка,кру'жка,а,f,mug,False,False,False,False,,,кру'жка,,кру'жки,,кру'жки,,кру'жек,"#iI__, irreg_decl:0, Irreg_decl:0",кру'жке,,кру'жкам,,кру'жку,,кру'жки,,кру'жкой/кру'жкою,"#___m, ",кру'жками,,кру'жке,,кру'жках,,gen_pl:0,gen_pl:0,,inst_sg
кружок,кружо'к,к,m,circle; hobby group,False,False,False,False,,,кружо'к,,кружки',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружка',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружко'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружку',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружка'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружо'к,,кружки',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружко'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружка'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружке',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кружка'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
крыша,кры'ша,а,f,roof,False,False,False,False,,,кры'ша,,кры'ши,,кры'ши,,кры'ш,,кры'ше,,кры'шам,,кры'шу,,кры'ши,,кры'шей/кры'шею,"#___m, ",кры'шами,,кры'ше,,кры'шах,,,,,inst_sg
культура,культу'ра,а,f,culture; plant,False,False,False,False,,~ + инф: to have a culture of doing st,культу'ра,,культу'ры,,культу'ры,,культу'р,,культу'ре,,культу'рам,,культу'ру,,культу'ры,,культу'рой/культу'рою,"#___m, ",культу'рами,,культу'ре,,культу'рах,,,,,inst_sg
купля,ку'пля,я,f,"purchase, buying",False,False,False,False,,,ку'пля,,ку'пли,,ку'пли,,ку'пель,"#iI__, irreg_decl:0, Irreg_decl:0",ку'пле,,ку'плям,,ку'плю,,ку'пли,,ку'плей/ку'плею,"#___m, ",ку'плями,,ку'пле,,ку'плях,,gen_pl:0,gen_pl:0,,inst_sg
курица,ку'рица,а,f,"hen, chicken",True,False,False,False,,,ку'рица,,ку'ры,"#iI__, irreg_decl:0, Irreg_decl:0",ку'рицы,,ку'р,"#iI__, irreg_decl:0, Irreg_decl:0",ку'рице,,ку'рам,"#iI__, irreg_decl:0, Irreg_decl:0",ку'рицу,,ку'р,"#iI__, irreg_decl:0, Irreg_decl:0",ку'рицей/ку'рицею,"#___m, ",ку'рами,"#iI__, irreg_decl:0, Irreg_decl:0",ку'рице,,ку'рах,"#iI__, irreg_decl:0, Irreg_decl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0","nom_pl:0,gen_pl:0,dat_pl:0,acc_pl:0,inst_pl:0,prep_pl:0",,inst_sg
курс,ку'рс,с,m,"course, policy, rate of exchange",False,False,False,False,,в курсе: up to date,ку'рс,,ку'рсы,,ку'рса,,ку'рсов,,ку'рсу,,ку'рсам,,ку'рс,,ку'рсы,,ку'рсом,,ку'рсами,,ку'рсе,,ку'рсах,,,,,
куртка,ку'ртка,а,f,"jacket, coat",False,False,False,False,,,ку'ртка,,ку'ртки,,ку'ртки,,ку'рток,"#iI__, irreg_decl:0, Irreg_decl:0",ку'ртке,,ку'рткам,,ку'ртку,,ку'ртки,,ку'рткой/ку'рткою,"#___m, ",ку'ртками,,ку'ртке,,ку'ртках,,gen_pl:0,gen_pl:0,,inst_sg
кусок,кусо'к,к,m,a piece; grand (one thousand of some currency),False,False,False,False,,,кусо'к,,куски',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куска',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куско'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куску',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куска'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",кусо'к,,куски',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куско'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куска'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куске',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",куска'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
кухня,ку'хня,я,f,"kitchen, cook-house, galley, cooking, cuisine, machinations",False,False,False,False,,,ку'хня,,ку'хни,,ку'хни,,ку'хонь,"#iI__, irreg_decl:0, Irreg_decl:0",ку'хне,,ку'хням,,ку'хню,,ку'хни,,ку'хней/ку'хнею,"#___m, ",ку'хнями,,ку'хне,,ку'хнях,,gen_pl:0,gen_pl:0,,inst_sg
куча,ку'ча,а,f,a lot; heap,False,False,False,False,,,ку'ча,,ку'чи,,ку'чи,,ку'ч,,ку'че,,ку'чам,,ку'чу,,ку'чи,,ку'чей/ку'чею,"#___m, ",ку'чами,,ку'че,,ку'чах,,,,,inst_sg
лаборатория,лаборато'рия,я,f,laboratory,False,False,False,False,,,лаборато'рия,,лаборато'рии,,лаборато'рии,,лаборато'рий,,лаборато'рии,,лаборато'риям,,лаборато'рию,,лаборато'рии,,лаборато'рией/лаборато'риею,"#___m, ",лаборато'риями,,лаборато'рии,,лаборато'риях,,,,,inst_sg
лампа,ла'мпа,а,f,"lamp, valve, tube",False,False,False,False,,,ла'мпа,,ла'мпы,,ла'мпы,,ла'мп,,ла'мпе,,ла'мпам,,ла'мпу,,ла'мпы,,ла'мпой/ла'мпою,"#___m, ",ла'мпами,,ла'мпе,,ла'мпах,,,,,inst_sg
лев,ле'в,в,m,"lion, Leo, lew, lev",True,False,False,False,,,ле'в,,львы',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льва',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льво'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льву',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льва'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льва',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льво'в,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льво'м,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льва'ми,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льве',"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0",льва'х,"#iIa_, irreg_decl:0, Irreg_decl:0, accent_chg:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0","nom_pl:0,gen_sg:0,gen_pl:0,dat_sg:0,dat_pl:0,acc_sg:0,acc_pl:0,inst_sg:0,inst_pl:0,prep_sg:0,prep_pl:0",
